vacancy_id,query,title,locations,salary_range_from,salary_range_to,currency,published_at,employer,details_url,date_added,source
119609896,golang,"Руководитель разработки Go, Группа внутренних сервисов Ozon Job и разработка склада",Москва,,,,2025-05-14T23:16:35+0300,Ozon,https://api.hh.ru/vacancies/119609896?host=hh.ru,2025-05-16 00:00:48.158015,hh
120250336,golang,Системный аналитик,Москва,,,,2025-05-14T23:05:51+0300,efin,https://api.hh.ru/vacancies/120250336?host=hh.ru,2025-05-16 00:00:48.158020,hh
118832123,golang,Golang developer (senior),Москва,,,,2025-05-14T22:04:12+0300,Lamoda Tech,https://api.hh.ru/vacancies/118832123?host=hh.ru,2025-05-16 00:00:48.158025,hh
120088108,golang,Golang-разработчик,Москва,,,,2025-05-14T19:33:37+0300,AERODISK,https://api.hh.ru/vacancies/120088108?host=hh.ru,2025-05-16 00:00:48.158031,hh
119664993,golang,DevOps-инженер,Краснодар,150000.0,250000.0,RUR,2025-05-14T19:28:41+0300,Винтео,https://api.hh.ru/vacancies/119664993?host=hh.ru,2025-05-16 00:00:48.158037,hh
120556323,golang,Backend Developer (Go),Польша,,,,2025-05-14T18:57:26+0300,Adapty,https://api.hh.ru/vacancies/120556323?host=hh.ru,2025-05-16 00:00:48.158043,hh
120554430,golang,Руководитель дежурной смены SRE Финтеха,Москва,,,,2025-05-14T18:00:58+0300,Яндекс,https://api.hh.ru/vacancies/120554430?host=hh.ru,2025-05-16 00:00:48.158049,hh
120554431,golang,Руководитель дежурной смены SRE Финтеха,Санкт-Петербург,,,,2025-05-14T18:00:58+0300,Яндекс,https://api.hh.ru/vacancies/120554431?host=hh.ru,2025-05-16 00:00:48.158055,hh
120246487,golang,Заместитель директора IT департамента (CTO),Москва,,,,2025-05-14T17:55:40+0300,АНО ЦИСМ,https://api.hh.ru/vacancies/120246487?host=hh.ru,2025-05-16 00:00:48.158061,hh
120554122,golang,SRE-инженер,Москва,,,,2025-05-14T17:53:05+0300,Яндекс,https://api.hh.ru/vacancies/120554122?host=hh.ru,2025-05-16 00:00:48.158066,hh
120553732,golang,Junior Backend Developer/ Младший бэкенд разработчик,Санкт-Петербург,60000.0,,RUR,2025-05-14T17:44:27+0300,MEDODS,https://api.hh.ru/vacancies/120553732?host=hh.ru,2025-05-16 00:00:48.158072,hh
107351253,golang,"Ведущий разработчик Go, Медийная реклама",Москва,,,,2025-05-14T17:44:16+0300,Ozon,https://api.hh.ru/vacancies/107351253?host=hh.ru,2025-05-16 00:00:48.158078,hh
120553725,golang,Golang developer,Москва,,,,2025-05-14T17:44:14+0300,Lofty.,https://api.hh.ru/vacancies/120553725?host=hh.ru,2025-05-16 00:00:48.158084,hh
115794035,golang,Senior frontend-разработчик,Санкт-Петербург,200000.0,300000.0,RUR,2025-05-14T17:31:02+0300,Бизнес Технологии,https://api.hh.ru/vacancies/115794035?host=hh.ru,2025-05-16 00:00:48.158090,hh
115793463,golang,Senior java разработчик,Санкт-Петербург,200000.0,300000.0,RUR,2025-05-14T17:23:53+0300,Бизнес Технологии,https://api.hh.ru/vacancies/115793463?host=hh.ru,2025-05-16 00:00:48.158095,hh
115792803,golang,Senior fullstack java developer,Санкт-Петербург,200000.0,300000.0,RUR,2025-05-14T17:17:37+0300,Бизнес Технологии,https://api.hh.ru/vacancies/115792803?host=hh.ru,2025-05-16 00:00:48.158101,hh
119878476,golang,Golang наставник (Воронеж),Воронеж,350000.0,470000.0,RUR,2025-05-14T16:31:58+0300,evrone.ru,https://api.hh.ru/vacancies/119878476?host=hh.ru,2025-05-16 00:00:48.158108,hh
119878415,golang,Senior Backend Developer (Java + Golang),Москва,,,,2025-05-14T16:30:35+0300,"Bright Pattern, Inc",https://api.hh.ru/vacancies/119878415?host=hh.ru,2025-05-16 00:00:48.158114,hh
120546965,golang,DevOps-инженер,Москва,,,,2025-05-14T16:27:09+0300,getmatch,https://api.hh.ru/vacancies/120546965?host=hh.ru,2025-05-16 00:00:48.158119,hh
115939308,golang,Разработчик Go (BIOM),Санкт-Петербург,,,,2025-05-14T16:15:36+0300,Датаджайл,https://api.hh.ru/vacancies/115939308?host=hh.ru,2025-05-16 00:00:48.158125,hh
115594271,golang,Golang разработчик (BAS),Санкт-Петербург,,,,2025-05-14T16:15:29+0300,Датаджайл,https://api.hh.ru/vacancies/115594271?host=hh.ru,2025-05-16 00:00:48.158130,hh
120315714,golang,DevSecOps,Москва,,,,2025-05-14T16:13:35+0300,WILDBERRIES,https://api.hh.ru/vacancies/120315714?host=hh.ru,2025-05-16 00:00:48.158136,hh
120545963,golang,Go Developer,Тбилиси,,,,2025-05-14T16:13:09+0300,Andersen,https://api.hh.ru/vacancies/120545963?host=hh.ru,2025-05-16 00:00:48.158141,hh
1000154924,golang,Senior Golang Developer,Москва,,,,2025-04-25T10:23:36+03:00,Ситидрайв,https://career.habr.com/vacancies/1000154924,2025-05-16 00:00:52.667336,habr
1000157909,golang,Golang-разработчик,Уфа,,,,2025-05-14T11:42:18+03:00,SimbirSoft,https://career.habr.com/vacancies/1000157909,2025-05-16 00:00:52.667358,habr
1000157312,golang,Golang Developer (KSC),,,,,2025-05-09T14:01:40+03:00,Лаборатория Касперского,https://career.habr.com/vacancies/1000157312,2025-05-16 00:00:52.667366,habr
1000150825,golang,Разработчик Golang (транспортный процессинг),Москва,,,,2025-05-12T13:27:04+03:00,ИТ-Холдинг Т1,https://career.habr.com/vacancies/1000150825,2025-05-16 00:00:52.667373,habr
1000151108,golang,Golang разработчик,Минск,,,,2025-05-13T16:27:04+03:00,ИТ-Холдинг Т1,https://career.habr.com/vacancies/1000151108,2025-05-16 00:00:52.667380,habr
1000154318,golang,Golang-разработчик,Москва,,,,2025-05-13T14:31:59+03:00,ИТ-Холдинг Т1,https://career.habr.com/vacancies/1000154318,2025-05-16 00:00:52.667387,habr
1000147389,golang,Senior/TeamLead Golang Разработчик,Санкт-Петербург,,450000.0,rur,2025-05-09T16:27:34+03:00,Wanted.,https://career.habr.com/vacancies/1000147389,2025-05-16 00:00:52.667393,habr
1000155052,golang,Golang developer,,,,,2025-05-06T13:20:12+03:00,Wildberries,https://career.habr.com/vacancies/1000155052,2025-05-16 00:00:52.667399,habr
1000134287,golang,Senior Golang Developer (Kubernetes),,,,,2025-05-13T12:27:03+03:00,Cloud.ru,https://career.habr.com/vacancies/1000134287,2025-05-16 00:00:52.667405,habr
1000157761,golang,Golang developer (Платежный шлюз),,,,,2025-05-07T18:25:33+03:00,Wildberries,https://career.habr.com/vacancies/1000157761,2025-05-16 00:00:52.667411,habr
1000136737,golang,Golang Developer,,210000.0,,rur,2025-05-08T19:02:54+03:00,Группа Эксабайт,https://career.habr.com/vacancies/1000136737,2025-05-16 00:00:52.667417,habr
1000135979,golang,Senior Golang Developer (S3),,,,,2025-05-13T12:27:07+03:00,Cloud.ru,https://career.habr.com/vacancies/1000135979,2025-05-16 00:00:52.667424,habr
1000135977,golang,Golang developer (Облачная платформа),,,,,2025-05-13T12:27:04+03:00,Cloud.ru,https://career.habr.com/vacancies/1000135977,2025-05-16 00:00:52.667430,habr
1000147651,golang,Программист Golang/Golang Developer (Продукт: xData),Москва,,,,2025-05-09T16:56:57+03:00,Группа Астра,https://career.habr.com/vacancies/1000147651,2025-05-16 00:00:52.667436,habr
1000154330,golang,Senior Golang разработчик (команда Loyalty Balances),,,,,2025-05-13T17:29:40+03:00,Магнит,https://career.habr.com/vacancies/1000154330,2025-05-16 00:00:52.667442,habr
1000155472,golang,Senior Golang developer,"Москва, Санкт-Петербург",,,,2025-04-18T10:32:11+03:00,МойОфис,https://career.habr.com/vacancies/1000155472,2025-05-16 00:00:52.667448,habr
1000155934,golang,Golang разработчик \ Go developer ,Москва,,,,2025-05-08T13:55:00+03:00,GlobalCareer,https://career.habr.com/vacancies/1000155934,2025-05-16 00:00:52.667455,habr
1000157601,golang,Junior Golang Developer,Нижний Новгород,80000.0,,rur,2025-04-30T11:30:02+03:00,ITK academy,https://career.habr.com/vacancies/1000157601,2025-05-16 00:00:52.667461,habr
1000157506,golang,Middle GoLang разработчик,,,,,2025-05-15T13:34:13+03:00,Vimmy,https://career.habr.com/vacancies/1000157506,2025-05-16 00:00:52.667467,habr
1000137233,golang,Senior Golang разработчик (команда Promo Games),,,,,2025-05-11T08:59:42+03:00,Магнит,https://career.habr.com/vacancies/1000137233,2025-05-16 00:00:52.667473,habr
1000157459,golang,Ведущий Golang-разработчик (хранение данных),Москва,,,,2025-05-14T18:53:57+03:00,Группа Астра,https://career.habr.com/vacancies/1000157459,2025-05-16 00:00:52.667479,habr
1000153746,golang,Golang-разработчик (Разработчик облачного оркестратора),"Москва, Санкт-Петербург, Екатеринбург",,,,2025-05-15T12:27:03+03:00,beeline,https://career.habr.com/vacancies/1000153746,2025-05-16 00:00:52.667485,habr
1000157837,golang,Senior Golang Developer ADS,Москва,,,,2025-05-12T21:52:25+03:00,Wildberries,https://career.habr.com/vacancies/1000157837,2025-05-16 00:00:52.667491,habr
1000154570,golang,Senior Golang разработчик в команду Network [МТС Web Services (MWS)],Москва,,,,2025-05-13T11:27:24+03:00,МТС,https://career.habr.com/vacancies/1000154570,2025-05-16 00:00:52.667498,habr
1000135739,golang,Golang-разработчик в команду Social,,,,,2025-05-14T17:27:23+03:00,2GIS,https://career.habr.com/vacancies/1000135739,2025-05-16 00:00:52.667504,habr
1000157372,golang,Senior/Lead Golang разработчик (Platform V Service Mesh),"Москва, Санкт-Петербург",,400000.0,rur,2025-05-13T10:27:48+03:00,СберТех,https://career.habr.com/vacancies/1000157372,2025-05-16 00:00:52.667512,habr
1000158000,golang,Junior PHP/Golang Developer (Fullstack),Москва,,120000.0,rur,2025-05-15T16:40:06+03:00,Wanted.,https://career.habr.com/vacancies/1000158000,2025-05-16 00:00:52.667519,habr
1000134288,golang,Senior Golang Developer (software-defined storage),,,,,2025-05-13T12:27:03+03:00,Cloud.ru,https://career.habr.com/vacancies/1000134288,2025-05-16 00:00:52.667525,habr
1000157744,golang,Senior Golang developer (Инфраструктурные проекты) ,"Москва, Санкт-Петербург",,,,2025-05-07T13:22:24+03:00,Wildberries,https://career.habr.com/vacancies/1000157744,2025-05-16 00:00:52.667533,habr
1000157560,golang,Junior Golang Developer,Казань,75000.0,,rur,2025-04-30T11:32:39+03:00,ITK academy,https://career.habr.com/vacancies/1000157560,2025-05-16 00:00:52.667539,habr
1000157627,golang,Backend разработчик Golang/Java Spring ,,,,,2025-05-14T15:19:29+03:00,Mish,https://career.habr.com/vacancies/1000157627,2025-05-16 00:00:52.667545,habr
1000130326,golang,Senior Golang Engineer в команду Отелло,,,550000.0,rur,2025-05-06T18:27:31+03:00,2GIS,https://career.habr.com/vacancies/1000130326,2025-05-16 00:00:52.667551,habr
1000144618,golang,Golang/С++ developer (СХД),"Москва, Санкт-Петербург, Нижний Новгород",,,,2025-05-12T11:27:37+03:00,Группа Астра,https://career.habr.com/vacancies/1000144618,2025-05-16 00:00:52.667558,habr
1000158001,golang,Junior PHP/Golang Developer (Fullstack),Москва,,120000.0,rur,2025-05-15T16:45:05+03:00,Wanted.,https://career.habr.com/vacancies/1000158001,2025-05-16 00:00:52.667565,habr
1000157686,golang,Golang Developer в Mobile SRE,,,,,2025-05-06T13:22:44+03:00,Wildberries,https://career.habr.com/vacancies/1000157686,2025-05-16 00:00:52.667571,habr
1000157720,golang,Golang Developer Wildberries (Trust&Safety),,,,,2025-05-07T11:26:26+03:00,Wildberries,https://career.habr.com/vacancies/1000157720,2025-05-16 00:00:52.667577,habr
1000157696,golang,Golang Developer в команду клиентского приложения WB,,,,,2025-05-06T15:19:32+03:00,Wildberries,https://career.habr.com/vacancies/1000157696,2025-05-16 00:00:52.667583,habr
1000154569,golang,Senior Golang разработчик в команду Serverless Queue [МТС Web Services (MWS)],Москва,,,,2025-05-13T11:27:24+03:00,МТС,https://career.habr.com/vacancies/1000154569,2025-05-16 00:00:52.667590,habr
1000157536,golang,Junior Golang  разработчик,Саратов,100000.0,140000.0,rur,2025-04-28T14:47:35+03:00,ITK academy,https://career.habr.com/vacancies/1000157536,2025-05-16 00:00:52.667596,habr
1000157531,golang,Junior Golang Разработчик,Таганрог,80000.0,,rur,2025-05-12T14:03:43+03:00,SkillsRock,https://career.habr.com/vacancies/1000157531,2025-05-16 00:00:52.667603,habr
1000157418,golang,Senior Golang Engineer в команду Apps,Москва,,,,2025-05-14T11:00:00+03:00,2GIS,https://career.habr.com/vacancies/1000157418,2025-05-16 00:00:52.667609,habr
1000155570,golang,Middle / Senior Golang-разработчик (Storage/СХД),,240000.0,,rur,2025-05-13T14:56:26+03:00,Atlas,https://career.habr.com/vacancies/1000155570,2025-05-16 00:00:52.667616,habr
1000156677,golang,Go Developer (XDR),,,,,2025-04-30T16:01:11+03:00,Лаборатория Касперского,https://career.habr.com/vacancies/1000156677,2025-05-16 00:00:52.667622,habr
1000156676,golang,Go Developer (KATA),,,,,2025-05-09T17:01:07+03:00,Лаборатория Касперского,https://career.habr.com/vacancies/1000156676,2025-05-16 00:00:52.667629,habr
1000157474,golang,TeamLead (Go/Python Developer),"Москва, Санкт-Петербург",,,,2025-04-24T13:32:58+03:00,Okko,https://career.habr.com/vacancies/1000157474,2025-05-16 00:00:52.667635,habr
1000156177,golang,Разработчик в S3,"Москва, Санкт-Петербург, Новосибирск",300000.0,490000.0,rur,2025-05-15T15:27:27+03:00,Яндекс,https://career.habr.com/vacancies/1000156177,2025-05-16 00:00:52.667642,habr
1000158009,golang,Go Developer (KSC),Москва,,,,2025-05-15T19:01:05+03:00,Лаборатория Касперского,https://career.habr.com/vacancies/1000158009,2025-05-16 00:00:52.667649,habr
1000155636,golang,Разработчик на Go в Шедеврум,Москва,,,,2025-05-13T17:40:10+03:00,Яндекс,https://career.habr.com/vacancies/1000155636,2025-05-16 00:00:52.667655,habr
1000135978,golang,Senior Golang Developer (DBaaS),,,,,2025-05-13T12:27:05+03:00,Cloud.ru,https://career.habr.com/vacancies/1000135978,2025-05-16 00:00:52.667661,habr
1000154417,golang,"Senior Developer, IDP",,,,,2025-05-09T17:01:06+03:00,Лаборатория Касперского,https://career.habr.com/vacancies/1000154417,2025-05-16 00:00:52.667666,habr
119790125,java,Senior Java разработчик/Team Lead (IoT Hub),Москва,,,,2025-05-15T23:17:53+0300,А1 Системс,https://api.hh.ru/vacancies/119790125?host=hh.ru,2025-05-16 00:00:56.781411,hh
120606946,java,Архитектор Kubernetes (k8s),Москва,,,,2025-05-15T23:10:37+0300,X5 Tech,https://api.hh.ru/vacancies/120606946?host=hh.ru,2025-05-16 00:00:56.781428,hh
120606945,java,Архитектор ClickHouse,Москва,,,,2025-05-15T23:09:52+0300,X5 Tech,https://api.hh.ru/vacancies/120606945?host=hh.ru,2025-05-16 00:00:56.781432,hh
119789901,java,Development Lead,Москва,,,,2025-05-15T22:20:39+0300,билайн,https://api.hh.ru/vacancies/119789901?host=hh.ru,2025-05-16 00:00:56.781435,hh
120606341,java,Lead Automation QA Engineer,Минск,,,,2025-05-15T21:14:06+0300,Syberry CIS,https://api.hh.ru/vacancies/120606341?host=hh.ru,2025-05-16 00:00:56.781439,hh
117384100,java,Java-разработчик,Москва,,,,2025-05-15T19:30:15+0300,Лаборатория Безопасных Систем,https://api.hh.ru/vacancies/117384100?host=hh.ru,2025-05-16 00:00:56.781442,hh
120605139,java,Middle Java-разработчик/Архитектор,Нижний Новгород,,,,2025-05-15T19:16:00+0300,SberTech,https://api.hh.ru/vacancies/120605139?host=hh.ru,2025-05-16 00:00:56.781446,hh
120434195,java,QA Automation Engineer / Manual / Тестировщик ПО,Краснодар,,,,2025-05-15T19:13:00+0300,Justice IT,https://api.hh.ru/vacancies/120434195?host=hh.ru,2025-05-16 00:00:56.781449,hh
120604906,java,Java-разработчик,Санкт-Петербург,,,,2025-05-15T18:53:59+0300,The AnyLogic Company,https://api.hh.ru/vacancies/120604906?host=hh.ru,2025-05-16 00:00:56.781452,hh
120596935,java,Инженер Atlassian,Санкт-Петербург,,,,2025-05-15T18:42:05+0300,VK,https://api.hh.ru/vacancies/120596935?host=hh.ru,2025-05-16 00:00:56.781455,hh
120604242,java,"Senior/Middle AQA Engineer [Голосовая экосистема, МТС Веб Сервисы]",Москва,,,,2025-05-15T18:31:21+0300,МТС,https://api.hh.ru/vacancies/120604242?host=hh.ru,2025-05-16 00:00:56.781459,hh
119891755,java,Специалист по сопровождению и развитию ИС,Челябинск,42000.0,80000.0,RUR,2025-05-15T17:55:14+0300,Областное государственное бюджетное учреждение Челябинский региональный центр навигационно-информационных технологий,https://api.hh.ru/vacancies/119891755?host=hh.ru,2025-05-16 00:00:56.781462,hh
120603712,java,Android разработчик,Москва,,,,2025-05-15T17:53:55+0300,ИК СИБИНТЕК,https://api.hh.ru/vacancies/120603712?host=hh.ru,2025-05-16 00:00:56.781466,hh
114840375,java,Архитектор,Воронеж,,,,2025-05-15T17:50:38+0300,Т-Банк,https://api.hh.ru/vacancies/114840375?host=hh.ru,2025-05-16 00:00:56.781469,hh
114840432,java,Архитектор,Челябинск,,,,2025-05-15T17:50:38+0300,Т-Банк,https://api.hh.ru/vacancies/114840432?host=hh.ru,2025-05-16 00:00:56.781472,hh
114840048,java,Архитектор,Санкт-Петербург,,,,2025-05-15T17:50:38+0300,Т-Банк,https://api.hh.ru/vacancies/114840048?host=hh.ru,2025-05-16 00:00:56.781475,hh
114840398,java,Архитектор,Саратов,,,,2025-05-15T17:50:38+0300,Т-Банк,https://api.hh.ru/vacancies/114840398?host=hh.ru,2025-05-16 00:00:56.781478,hh
114840284,java,Тech Lead,Москва,,,,2025-05-15T17:50:37+0300,Т-Банк,https://api.hh.ru/vacancies/114840284?host=hh.ru,2025-05-16 00:00:56.781481,hh
120431841,java,Full Stack Software Engineer (Java+Vue),Минск,,,,2025-05-15T17:46:08+0300,Syberry CIS,https://api.hh.ru/vacancies/120431841?host=hh.ru,2025-05-16 00:00:56.781484,hh
116713957,java,HD Map Editor,Минск,450.0,,USD,2025-05-15T17:44:55+0300,МэпДэйта,https://api.hh.ru/vacancies/116713957?host=hh.ru,2025-05-16 00:00:56.781488,hh
120603393,java,Senior Java-разработчик (backend),Москва,,,,2025-05-15T17:44:29+0300,НЭК ТЕХ,https://api.hh.ru/vacancies/120603393?host=hh.ru,2025-05-16 00:00:56.781491,hh
118915123,java,Java/Kotlin Developer,Москва,,,,2025-05-15T17:44:14+0300,Домклик,https://api.hh.ru/vacancies/118915123?host=hh.ru,2025-05-16 00:00:56.781494,hh
114840102,java,Младший аналитик технической поддержки,Санкт-Петербург,80000.0,,RUR,2025-05-15T17:38:03+0300,Бизнес Технологии,https://api.hh.ru/vacancies/114840102?host=hh.ru,2025-05-16 00:00:56.781498,hh
119786047,java,Data Engineer (Big Data),Москва,,270000.0,RUR,2025-05-15T17:35:05+0300,Платформа ОФД,https://api.hh.ru/vacancies/119786047?host=hh.ru,2025-05-16 00:00:56.781501,hh
120602996,java,QA Engineer,Москва,120000.0,160000.0,RUR,2025-05-15T17:34:02+0300,Compo,https://api.hh.ru/vacancies/120602996?host=hh.ru,2025-05-16 00:00:56.781505,hh
120602434,java,Scrum-мастер Инвестиционного блока,Москва,,,,2025-05-15T17:24:23+0300,РСХБ-Интех,https://api.hh.ru/vacancies/120602434?host=hh.ru,2025-05-16 00:00:56.781508,hh
119597924,java,Инженер-программист АСУТП,Москва,,,,2025-05-15T17:23:58+0300,СТЭП ЛОДЖИК (STEP LOGIC),https://api.hh.ru/vacancies/119597924?host=hh.ru,2025-05-16 00:00:56.781512,hh
120602386,java,Frontend Architect,Москва,,,,2025-05-15T17:23:38+0300,МойСклад,https://api.hh.ru/vacancies/120602386?host=hh.ru,2025-05-16 00:00:56.781515,hh
117278165,java,Senior Java / Kotlin Developer,Санкт-Петербург,,,,2025-05-15T17:22:05+0300,Солантек,https://api.hh.ru/vacancies/117278165?host=hh.ru,2025-05-16 00:00:56.781518,hh
117028627,java,Стажер (отдел технической поддержки),Санкт-Петербург,60000.0,,RUR,2025-05-15T17:22:00+0300,Солантек,https://api.hh.ru/vacancies/117028627?host=hh.ru,2025-05-16 00:00:56.781521,hh
119560697,java,Архитектор,Москва,,,,2025-05-15T17:19:25+0300,Mediascope,https://api.hh.ru/vacancies/119560697?host=hh.ru,2025-05-16 00:00:56.781525,hh
120602058,java,React Native Developer,Москва,,,,2025-05-15T17:18:30+0300,HeadHunter,https://api.hh.ru/vacancies/120602058?host=hh.ru,2025-05-16 00:00:56.781528,hh
120601873,java,Senior QA automation engineer (Java SE 8+),Москва,,,,2025-05-15T17:13:32+0300,Лига Ставок,https://api.hh.ru/vacancies/120601873?host=hh.ru,2025-05-16 00:00:56.781531,hh
120428762,java,Инженер по нагрузочному тестированию,Минск,,,,2025-05-15T17:04:20+0300,Бэлл Интегратор,https://api.hh.ru/vacancies/120428762?host=hh.ru,2025-05-16 00:00:56.781534,hh
119927793,java,Стажер-аналитик 1С,Санкт-Петербург,,,,2025-05-15T16:58:58+0300,ПитерСофт,https://api.hh.ru/vacancies/119927793?host=hh.ru,2025-05-16 00:00:56.781538,hh
120601119,java,Руководитель команды разработки,Москва,,,,2025-05-15T16:56:54+0300,X5 Tech,https://api.hh.ru/vacancies/120601119?host=hh.ru,2025-05-16 00:00:56.781541,hh
120600760,java,Android Developer,Минск,,,,2025-05-15T16:50:52+0300,Будущее технологий,https://api.hh.ru/vacancies/120600760?host=hh.ru,2025-05-16 00:00:56.781544,hh
120600559,java,Senior Java developer,Минск,,,,2025-05-15T16:48:21+0300,Specific-Group,https://api.hh.ru/vacancies/120600559?host=hh.ru,2025-05-16 00:00:56.781547,hh
110255202,java,Младший аналитик (Пермь),Пермь,,,,2025-05-15T16:38:25+0300,Гриндата,https://api.hh.ru/vacancies/110255202?host=hh.ru,2025-05-16 00:00:56.781550,hh
116692934,java,Аналитик - специалист технической поддержки,Пермь,,,,2025-05-15T16:38:13+0300,Гриндата,https://api.hh.ru/vacancies/116692934?host=hh.ru,2025-05-16 00:00:56.781554,hh
119877026,java,Специалист по безопасной разработке (Application security),Пермь,250000.0,,RUR,2025-05-15T16:38:10+0300,Гриндата,https://api.hh.ru/vacancies/119877026?host=hh.ru,2025-05-16 00:00:56.781557,hh
111347568,java,DevOps Engineer,Санкт-Петербург,,,,2025-05-15T16:35:54+0300,"Комита, АО (Санкт-Петербург)",https://api.hh.ru/vacancies/111347568?host=hh.ru,2025-05-16 00:00:56.781561,hh
115631130,java,Middle+ / Senior QA Auto Python,Москва,150000.0,280000.0,RUR,2025-05-15T16:28:02+0300,Линсофтверпродакшн,https://api.hh.ru/vacancies/115631130?host=hh.ru,2025-05-16 00:00:56.781564,hh
120599445,java,Java разработчик/Java Developer (ученик),Краснодар,70000.0,80000.0,RUR,2025-05-15T16:27:42+0300,Aston,https://api.hh.ru/vacancies/120599445?host=hh.ru,2025-05-16 00:00:56.781568,hh
115631073,java,Middle+ / Senior QA Auto Java специалист,Москва,150000.0,280000.0,RUR,2025-05-15T16:27:27+0300,Линсофтверпродакшн,https://api.hh.ru/vacancies/115631073?host=hh.ru,2025-05-16 00:00:56.781571,hh
119780925,java,Senior DevOps Engineer (AWS),Минск,,,,2025-05-15T16:12:55+0300,Syberry CIS,https://api.hh.ru/vacancies/119780925?host=hh.ru,2025-05-16 00:00:56.781574,hh
120573351,java,Системный архитектор / Solution Architect,Москва,,,,2025-05-15T16:12:07+0300,Hoff Tech,https://api.hh.ru/vacancies/120573351?host=hh.ru,2025-05-16 00:00:56.781577,hh
118721092,java,Руководитель группы разработки,Иннополис,,,,2025-05-15T16:03:43+0300,Т-Банк,https://api.hh.ru/vacancies/118721092?host=hh.ru,2025-05-16 00:00:56.781581,hh
120597660,java,React Native Developer (Middle / Fintech),Санкт-Петербург,,,,2025-05-15T16:02:53+0300,Evercode Lab,https://api.hh.ru/vacancies/120597660?host=hh.ru,2025-05-16 00:00:56.781584,hh
120597174,java,Java-разработчик (backend),Москва,,,,2025-05-15T15:54:38+0300,НЭК ТЕХ,https://api.hh.ru/vacancies/120597174?host=hh.ru,2025-05-16 00:00:56.781587,hh
118497533,java,Владелец продукта / Product owner,Москва,,,,2025-05-15T15:53:04+0300,X5 Tech,https://api.hh.ru/vacancies/118497533?host=hh.ru,2025-05-16 00:00:56.781590,hh
120596421,java,Старший Java-разработчик,Москва,,,,2025-05-15T15:43:40+0300,Синхро,https://api.hh.ru/vacancies/120596421?host=hh.ru,2025-05-16 00:00:56.781593,hh
99598956,java,System analyst,Москва,,,,2025-05-15T15:40:04+0300,Клевертек,https://api.hh.ru/vacancies/99598956?host=hh.ru,2025-05-16 00:00:56.781597,hh
120595937,java,Java разработчик (продукт «Единый клиент»),Москва,,,,2025-05-15T15:35:41+0300,HFLabs,https://api.hh.ru/vacancies/120595937?host=hh.ru,2025-05-16 00:00:56.781600,hh
119778456,java,Системный администратор Linux,Москва,175000.0,,RUR,2025-05-15T15:33:59+0300,Селф Сервис Технолоджи,https://api.hh.ru/vacancies/119778456?host=hh.ru,2025-05-16 00:00:56.781603,hh
119553459,java,Java-разработчик в Центр управления перевозками Маркета,Санкт-Петербург,,,,2025-05-15T15:32:21+0300,Яндекс,https://api.hh.ru/vacancies/119553459?host=hh.ru,2025-05-16 00:00:56.781607,hh
119553458,java,Java-разработчик в Центр управления перевозками Маркета,Москва,,,,2025-05-15T15:32:21+0300,Яндекс,https://api.hh.ru/vacancies/119553458?host=hh.ru,2025-05-16 00:00:56.781610,hh
120595597,java,DevOps-инженер Middle+/ Senior,Москва,,320000.0,RUR,2025-05-15T15:30:20+0300,iStaff-IT,https://api.hh.ru/vacancies/120595597?host=hh.ru,2025-05-16 00:00:56.781613,hh
119919985,java,QA инженер / QA тестировщик (middle / middle+),Москва,,,,2025-05-15T15:23:20+0300,efin,https://api.hh.ru/vacancies/119919985?host=hh.ru,2025-05-16 00:00:56.781617,hh
119699615,java,Backend Developer - Infra Team,Минск,,,,2025-05-15T15:20:38+0300,Viber,https://api.hh.ru/vacancies/119699615?host=hh.ru,2025-05-16 00:00:56.781620,hh
120288418,java,Junior backend разработчик,Алматы,,250000.0,KZT,2025-05-15T15:20:04+0300,Faceplate,https://api.hh.ru/vacancies/120288418?host=hh.ru,2025-05-16 00:00:56.781623,hh
120594767,java,"Kotlin-разработчик (Senior), банковский проект",Москва,,,,2025-05-15T15:17:59+0300,SkillStaff,https://api.hh.ru/vacancies/120594767?host=hh.ru,2025-05-16 00:00:56.781627,hh
120594765,java,Data Engineer,Москва,275000.0,275000.0,RUR,2025-05-15T15:17:58+0300,Deventica,https://api.hh.ru/vacancies/120594765?host=hh.ru,2025-05-16 00:00:56.781630,hh
114824489,java,Ментор по разработке на Java и TypeScript,Санкт-Петербург,150000.0,250000.0,RUR,2025-05-15T15:16:11+0300,"Протей, НТЦ",https://api.hh.ru/vacancies/114824489?host=hh.ru,2025-05-16 00:00:56.781633,hh
120594245,java,DevOps Engineer,Санкт-Петербург,,,,2025-05-15T15:12:46+0300,Яндекс,https://api.hh.ru/vacancies/120594245?host=hh.ru,2025-05-16 00:00:56.781636,hh
120593590,java,Senior React Native Developer,Сербия,,,,2025-05-15T15:05:56+0300,Playkot,https://api.hh.ru/vacancies/120593590?host=hh.ru,2025-05-16 00:00:56.781641,hh
119916924,java,Системный аналитик,Москва,,,,2025-05-15T15:03:02+0300,билайн,https://api.hh.ru/vacancies/119916924?host=hh.ru,2025-05-16 00:00:56.781644,hh
120593274,java,SRE-инженер,Казань,,,,2025-05-15T15:01:40+0300,Ак Барс Цифровые Технологии,https://api.hh.ru/vacancies/120593274?host=hh.ru,2025-05-16 00:00:56.781647,hh
